Date,Volume,Adj Close
2016-05-26,55280700,205.996127
2016-05-27,59329000,206.88176
2016-05-31,109879400,206.48814
2016-06-01,69936200,206.91128
2016-06-02,63044700,207.541056
2016-06-03,101757100,206.921115
2016-06-06,64887000,207.97403
2016-06-07,60974800,208.298746
2016-06-08,66170900,208.977727
2016-06-09,73786900,208.692365
2016-06-10,113829200,206.714477
2016-06-13,117751200,205.120344
2016-06-14,125059300,204.71689
2016-06-15,109124500,204.431528
2016-06-16,149533100,205.04162
2016-06-17,117055700,204.278004
2016-06-20,82789600,205.593567
2016-06-21,72461700,206.177159
2016-06-22,95560500,205.840853
2016-06-23,102731400,208.521425
2016-06-24,333444400,201.033613
2016-06-27,230775800,197.43313
2016-06-28,159382400,200.994039
2016-06-29,137328600,204.416484
2016-06-30,165021900,207.205862
2016-07-01,106055300,207.641087
2016-07-05,109803700,206.147485
2016-07-06,96021500,207.383915
2016-07-07,85593800,207.255322
2016-07-08,133971000,210.341446
2016-07-11,73633900,211.083304
2016-07-12,101275600,212.61648
2016-07-13,87324100,212.586807
2016-07-14,91230900,213.773777
2016-07-15,107155400,213.486931
2016-07-18,58725900,214.060637
2016-07-19,54345700,213.843024
2016-07-20,58159500,214.733247
2016-07-21,67777300,213.922157
2016-07-22,62787500,214.881628
2016-07-25,55873100,214.298022
2016-07-26,70080500,214.396942
2016-07-27,84083900,214.169443
2016-07-28,65035700,214.416729
2016-07-29,79519400,214.76292
2016-08-01,73311400,214.584882
2016-08-02,92295500,213.209972
2016-08-03,53993600,213.833123
2016-08-04,46585500,214.060637
2016-08-05,71892200,215.811411
2016-08-08,39906500,215.682832
2016-08-09,51251700,215.811411
2016-08-10,57941100,215.27728
2016-08-11,72504300,216.276309
2016-08-12,61313500,216.088385
2016-08-15,49813500,216.711535
2016-08-16,53213600,215.593813
2016-08-17,75134300,215.99935
2016-08-18,52989300,216.484036
2016-08-19,75443000,216.167503
2016-08-22,61368800,216.157617
2016-08-23,53399200,216.592843
2016-08-24,71728900,215.485006
2016-08-25,69224800,215.336626
2016-08-26,122506300,214.931073
2016-08-29,70502200,215.989464
2016-08-30,58114500,215.633372
2016-08-31,85269500,215.020108
2016-09-01,97844200,215.029994
2016-09-02,79293900,215.99935
2016-09-06,56702100,216.652189
2016-09-07,76554900,216.632402
2016-09-08,74102900,216.13783
2016-09-09,221589100,210.964611
2016-09-12,168110900,213.991389
2016-09-13,182828800,210.915151
2016-09-14,134185500,210.836018
2016-09-15,134427900,212.942899
2016-09-16,155236400,212.119742
2016-09-19,80250500,212.159516
2016-09-20,69665300,212.169452
2016-09-21,110284400,214.555398
2016-09-22,76678700,215.907415
2016-09-23,73630900,214.7244
2016-09-26,89827300,212.984655
2016-09-27,78494800,214.306863
2016-09-28,87411000,215.370586
2016-09-29,128070600,213.422064
2016-09-30,117202900,215.032582
2016-10-03,83512100,214.515624
2016-10-04,119948100,213.422064
2016-10-05,72816000,214.366509
2016-10-06,62927400,214.515624
2016-10-07,89788300,213.779955
2016-10-10,51855000,214.893402
2016-10-11,130367400,212.179388
2016-10-12,73866100,212.457761
2016-10-13,101357000,211.761851
2016-10-14,93346200,211.871207
2016-10-17,58275700,211.135553
2016-10-18,76869700,212.457761
2016-10-19,66519200,213.024414
2016-10-20,73639800,212.626763
2016-10-21,89089100,212.726168
2016-10-24,60146600,213.63084
2016-10-25,66542300,212.915058
2016-10-26,75705500,212.487584
2016-10-27,77220200,211.920917
2016-10-28,140623200,211.294604
2016-10-31,61272500,211.304555
2016-11-01,122781800,209.77357
2016-11-02,103330800,208.511023
2016-11-03,88939300,207.556641
2016-11-04,109122100,207.327993
2016-11-07,109794900,211.90103
2016-11-08,106772100,212.855412
2016-11-09,258429000,215.112115
2016-11-10,172113300,215.648944
2016-11-11,100552700,215.151874
2016-11-14,94580000,215.320876
2016-11-15,91652600,217.000975
2016-11-16,65617700,216.593374
2016-11-17,69797200,217.706822
2016-11-18,86265800,217.219687
2016-11-21,72402600,218.860013
2016-11-22,67429000,219.287501
2016-11-23,56620200,219.406793
2016-11-25,37872300,220.221996
2016-11-28,76572500,219.188081
2016-11-29,69886700,219.61557
2016-11-30,113291800,219.088676
2016-12-01,79040500,218.283425
2016-12-02,74840300,218.392766
2016-12-05,67837800,219.705039
2016-12-06,59877400,220.400934
2016-12-07,110738100,223.28395
2016-12-08,99714400,223.830715
2016-12-09,88005800,225.182747
2016-12-12,102016100,224.924276
2016-12-13,110477500,226.425423
2016-12-14,142501800,224.556449
2016-12-15,124972600,225.480992
2016-12-16,156420200,225.039993
2016-12-19,90341100,225.529999
2016-12-20,89838800,226.399994
2016-12-21,67909000,225.770004
2016-12-22,56219100,225.380005
2016-12-23,36251400,225.710007
2016-12-27,41054400,226.270004
2016-12-28,59776300,224.399994
2016-12-29,47719500,224.350006
2016-12-30,101301800,223.529999
2017-01-03,89895000,225.240005
2017-01-04,75801800,226.580002
2017-01-05,77145900,226.399994
2017-01-06,69536300,227.210007
2017-01-09,46265300,226.460007
2017-01-10,61045000,226.460007
2017-01-11,71423200,227.100006
2017-01-12,70354400,226.529999
2017-01-13,61907200,227.050003
2017-01-17,59261200,226.25
2017-01-18,51146400,226.75
2017-01-19,65357500,225.910004
2017-01-20,116431700,226.740005
2017-01-23,72331900,226.149994
2017-01-24,89144800,227.600006
2017-01-25,80932500,229.570007
2017-01-26,58208000,229.330002
2017-01-27,56311600,228.970001
2017-01-30,74930800,227.550003
2017-01-31,71553600,227.529999
2017-02-01,74366500,227.619995
2017-02-02,67943600,227.770004
